Iterações entre number1 * number2: 36000
+8 9/2 * -9 = -112 1/2
+8 9/3 * +0 = +0
+8 9/3 * +1 = +11
+8 9/3 * +2 = +22
+8 9/3 * +3 = +33
+8 9/3 * +4 = +44
+8 9/3 * +5 = +55
+8 9/3 * +6 = +66
+8 9/3 * +7 = +77
+8 9/3 * +8 = +88
+8 9/3 * +9 = +99
+8 9/3 * -0 = +0
+8 9/3 * -1 = -11
+8 9/3 * -2 = -22
+8 9/3 * -3 = -33
+8 9/3 * -4 = -44
+8 9/3 * -5 = -55
+8 9/3 * -6 = -66
+8 9/3 * -7 = -77
+8 9/3 * -8 = -88
+8 9/3 * -9 = -99
+8 9/4 * +0 = +0
+8 9/4 * +1 = +10 1/4
+8 9/4 * +2 = +20 1/2
+8 9/4 * +3 = +30 3/4
+8 9/4 * +4 = +41
+8 9/4 * +5 = +51 1/4
+8 9/4 * +6 = +61 1/2
+8 9/4 * +7 = +71 3/4
+8 9/4 * +8 = +82
+8 9/4 * +9 = +92 1/4
+8 9/4 * -0 = +0
+8 9/4 * -1 = -10 1/4
+8 9/4 * -2 = -20 1/2
+8 9/4 * -3 = -30 3/4
+8 9/4 * -4 = -41
+8 9/4 * -5 = -51 1/4
+8 9/4 * -6 = -61 1/2
+8 9/4 * -7 = -71 3/4
+8 9/4 * -8 = -82
+8 9/4 * -9 = -92 1/4
+8 9/5 * +0 = +0
+8 9/5 * +1 = +9 4/5
+8 9/5 * +2 = +19 3/5
+8 9/5 * +3 = +29 2/5
+8 9/5 * +4 = +39 1/5
+8 9/5 * +5 = +49
+8 9/5 * +6 = +58 4/5
+8 9/5 * +7 = +68 3/5
+8 9/5 * +8 = +78 2/5
+8 9/5 * +9 = +88 1/5
+8 9/5 * -0 = +0
+8 9/5 * -1 = -9 4/5
+8 9/5 * -2 = -19 3/5
+8 9/5 * -3 = -29 2/5
+8 9/5 * -4 = -39 1/5
+8 9/5 * -5 = -49
+8 9/5 * -6 = -58 4/5
+8 9/5 * -7 = -68 3/5
+8 9/5 * -8 = -78 2/5
+8 9/5 * -9 = -88 1/5
+8 9/6 * +0 = +0
+8 9/6 * +1 = +9 1/2
+8 9/6 * +2 = +19
+8 9/6 * +3 = +28 1/2
+8 9/6 * +4 = +38
+8 9/6 * +5 = +47 1/2
+8 9/6 * +6 = +57
+8 9/6 * +7 = +66 1/2
+8 9/6 * +8 = +76
+8 9/6 * +9 = +85 1/2
+8 9/6 * -0 = +0
+8 9/6 * -1 = -9 1/2
+8 9/6 * -2 = -19
+8 9/6 * -3 = -28 1/2
+8 9/6 * -4 = -38
+8 9/6 * -5 = -47 1/2
+8 9/6 * -6 = -57
+8 9/6 * -7 = -66 1/2
+8 9/6 * -8 = -76
+8 9/6 * -9 = -85 1/2
+8 9/7 * +0 = +0
+8 9/7 * +1 = +9 2/7
+8 9/7 * +2 = +18 4/7
+8 9/7 * +3 = +27 6/7
+8 9/7 * +4 = +37 1/7
+8 9/7 * +5 = +46 3/7
+8 9/7 * +6 = +55 5/7
+8 9/7 * +7 = +65
+8 9/7 * +8 = +74 2/7
+8 9/7 * +9 = +83 4/7
+8 9/7 * -0 = +0
+8 9/7 * -1 = -9 2/7
+8 9/7 * -2 = -18 4/7
+8 9/7 * -3 = -27 6/7
+8 9/7 * -4 = -37 1/7
+8 9/7 * -5 = -46 3/7
+8 9/7 * -6 = -55 5/7
+8 9/7 * -7 = -65
+8 9/7 * -8 = -74 2/7
+8 9/7 * -9 = -83 4/7
+8 9/8 * +0 = +0
+8 9/8 * +1 = +9 1/8
+8 9/8 * +2 = +18 1/4
+8 9/8 * +3 = +27 3/8
+8 9/8 * +4 = +36 1/2
+8 9/8 * +5 = +45 5/8
+8 9/8 * +6 = +54 3/4
+8 9/8 * +7 = +63 7/8
+8 9/8 * +8 = +73
+8 9/8 * +9 = +82 1/8
+8 9/8 * -0 = +0
+8 9/8 * -1 = -9 1/8
+8 9/8 * -2 = -18 1/4
+8 9/8 * -3 = -27 3/8
+8 9/8 * -4 = -36 1/2
+8 9/8 * -5 = -45 5/8
+8 9/8 * -6 = -54 3/4
+8 9/8 * -7 = -63 7/8
+8 9/8 * -8 = -73
+8 9/8 * -9 = -82 1/8
+8 9/9 * +0 = +0
+8 9/9 * +1 = +9
+8 9/9 * +2 = +18
+8 9/9 * +3 = +27
+8 9/9 * +4 = +36
+8 9/9 * +5 = +45
+8 9/9 * +6 = +54
+8 9/9 * +7 = +63
+8 9/9 * +8 = +72
+8 9/9 * +9 = +81
+8 9/9 * -0 = +0
+8 9/9 * -1 = -9
+8 9/9 * -2 = -18
+8 9/9 * -3 = -27
+8 9/9 * -4 = -36
+8 9/9 * -5 = -45
+8 9/9 * -6 = -54
+8 9/9 * -7 = -63
+8 9/9 * -8 = -72
+8 9/9 * -9 = -81
+9 0/1 * +0 = +0
+9 0/1 * +1 = +9
+9 0/1 * +2 = +18
+9 0/1 * +3 = +27
+9 0/1 * +4 = +36
+9 0/1 * +5 = +45
+9 0/1 * +6 = +54
+9 0/1 * +7 = +63
+9 0/1 * +8 = +72
+9 0/1 * +9 = +81
+9 0/1 * -0 = +0
+9 0/1 * -1 = -9
+9 0/1 * -2 = -18
+9 0/1 * -3 = -27
+9 0/1 * -4 = -36
+9 0/1 * -5 = -45
+9 0/1 * -6 = -54
+9 0/1 * -7 = -63
+9 0/1 * -8 = -72
+9 0/1 * -9 = -81
+9 0/2 * +0 = +0
+9 0/2 * +1 = +9
+9 0/2 * +2 = +18
+9 0/2 * +3 = +27
+9 0/2 * +4 = +36
+9 0/2 * +5 = +45
+9 0/2 * +6 = +54
+9 0/2 * +7 = +63
+9 0/2 * +8 = +72
+9 0/2 * +9 = +81
+9 0/2 * -0 = +0
+9 0/2 * -1 = -9
+9 0/2 * -2 = -18
+9 0/2 * -3 = -27
+9 0/2 * -4 = -36
+9 0/2 * -5 = -45
+9 0/2 * -6 = -54
+9 0/2 * -7 = -63
+9 0/2 * -8 = -72
+9 0/2 * -9 = -81
+9 0/3 * +0 = +0
+9 0/3 * +1 = +9
+9 0/3 * +2 = +18
+9 0/3 * +3 = +27
+9 0/3 * +4 = +36
+9 0/3 * +5 = +45
+9 0/3 * +6 = +54
+9 0/3 * +7 = +63
+9 0/3 * +8 = +72
+9 0/3 * +9 = +81
+9 0/3 * -0 = +0
+9 0/3 * -1 = -9
+9 0/3 * -2 = -18
+9 0/3 * -3 = -27
+9 0/3 * -4 = -36
+9 0/3 * -5 = -45
+9 0/3 * -6 = -54
+9 0/3 * -7 = -63
+9 0/3 * -8 = -72
+9 0/3 * -9 = -81
+9 0/4 * +0 = +0
+9 0/4 * +1 = +9
+9 0/4 * +2 = +18
+9 0/4 * +3 = +27
+9 0/4 * +4 = +36
+9 0/4 * +5 = +45
+9 0/4 * +6 = +54
+9 0/4 * +7 = +63
+9 0/4 * +8 = +72
+9 0/4 * +9 = +81
+9 0/4 * -0 = +0
+9 0/4 * -1 = -9
+9 0/4 * -2 = -18
+9 0/4 * -3 = -27
+9 0/4 * -4 = -36
+9 0/4 * -5 = -45
+9 0/4 * -6 = -54
+9 0/4 * -7 = -63
+9 0/4 * -8 = -72
+9 0/4 * -9 = -81
+9 0/5 * +0 = +0
+9 0/5 * +1 = +9
+9 0/5 * +2 = +18
+9 0/5 * +3 = +27
+9 0/5 * +4 = +36
+9 0/5 * +5 = +45
+9 0/5 * +6 = +54
+9 0/5 * +7 = +63
+9 0/5 * +8 = +72
+9 0/5 * +9 = +81
+9 0/5 * -0 = +0
+9 0/5 * -1 = -9
+9 0/5 * -2 = -18
+9 0/5 * -3 = -27
+9 0/5 * -4 = -36
+9 0/5 * -5 = -45
+9 0/5 * -6 = -54
+9 0/5 * -7 = -63
+9 0/5 * -8 = -72
+9 0/5 * -9 = -81
+9 0/6 * +0 = +0
+9 0/6 * +1 = +9
+9 0/6 * +2 = +18
+9 0/6 * +3 = +27
+9 0/6 * +4 = +36
+9 0/6 * +5 = +45
+9 0/6 * +6 = +54
+9 0/6 * +7 = +63
+9 0/6 * +8 = +72
+9 0/6 * +9 = +81
+9 0/6 * -0 = +0
+9 0/6 * -1 = -9
+9 0/6 * -2 = -18
+9 0/6 * -3 = -27
+9 0/6 * -4 = -36
+9 0/6 * -5 = -45
+9 0/6 * -6 = -54
+9 0/6 * -7 = -63
+9 0/6 * -8 = -72
+9 0/6 * -9 = -81
+9 0/7 * +0 = +0
+9 0/7 * +1 = +9
+9 0/7 * +2 = +18
+9 0/7 * +3 = +27
+9 0/7 * +4 = +36
+9 0/7 * +5 = +45
+9 0/7 * +6 = +54
+9 0/7 * +7 = +63
+9 0/7 * +8 = +72
+9 0/7 * +9 = +81
+9 0/7 * -0 = +0
+9 0/7 * -1 = -9
+9 0/7 * -2 = -18
+9 0/7 * -3 = -27
+9 0/7 * -4 = -36
+9 0/7 * -5 = -45
+9 0/7 * -6 = -54
+9 0/7 * -7 = -63
+9 0/7 * -8 = -72
+9 0/7 * -9 = -81
+9 0/8 * +0 = +0
+9 0/8 * +1 = +9
+9 0/8 * +2 = +18
+9 0/8 * +3 = +27
+9 0/8 * +4 = +36
+9 0/8 * +5 = +45
+9 0/8 * +6 = +54
+9 0/8 * +7 = +63
+9 0/8 * +8 = +72
+9 0/8 * +9 = +81
+9 0/8 * -0 = +0
+9 0/8 * -1 = -9
+9 0/8 * -2 = -18
+9 0/8 * -3 = -27
+9 0/8 * -4 = -36
+9 0/8 * -5 = -45
+9 0/8 * -6 = -54
+9 0/8 * -7 = -63
+9 0/8 * -8 = -72
+9 0/8 * -9 = -81
+9 0/9 * +0 = +0
+9 0/9 * +1 = +9
+9 0/9 * +2 = +18
+9 0/9 * +3 = +27
+9 0/9 * +4 = +36
+9 0/9 * +5 = +45
+9 0/9 * +6 = +54
+9 0/9 * +7 = +63
+9 0/9 * +8 = +72
+9 0/9 * +9 = +81
+9 0/9 * -0 = +0
+9 0/9 * -1 = -9
+9 0/9 * -2 = -18
+9 0/9 * -3 = -27
+9 0/9 * -4 = -36
+9 0/9 * -5 = -45
+9 0/9 * -6 = -54
+9 0/9 * -7 = -63
+9 0/9 * -8 = -72
+9 0/9 * -9 = -81
+9 1/1 * +0 = +0
+9 1/1 * +1 = +10
+9 1/1 * +2 = +20
+9 1/1 * +3 = +30
+9 1/1 * +4 = +40
+9 1/1 * +5 = +50
+9 1/1 * +6 = +60
+9 1/1 * +7 = +70
+9 1/1 * +8 = +80
+9 1/1 * +9 = +90
+9 1/1 * -0 = +0
+9 1/1 * -1 = -10
+9 1/1 * -2 = -20
+9 1/1 * -3 = -30
+9 1/1 * -4 = -40
+9 1/1 * -5 = -50
+9 1/1 * -6 = -60
+9 1/1 * -7 = -70
+9 1/1 * -8 = -80
+9 1/1 * -9 = -90
+9 1/2 * +0 = +0
+9 1/2 * +1 = +9 1/2
+9 1/2 * +2 = +19
+9 1/2 * +3 = +28 1/2
+9 1/2 * +4 = +38
+9 1/2 * +5 = +47 1/2
+9 1/2 * +6 = +57
+9 1/2 * +7 = +66 1/2
+9 1/2 * +8 = +76
+9 1/2 * +9 = +85 1/2
+9 1/2 * -0 = +0
+9 1/2 * -1 = -9 1/2
+9 1/2 * -2 = -19
+9 1/2 * -3 = -28 1/2
+9 1/2 * -4 = -38
+9 1/2 * -5 = -47 1/2
+9 1/2 * -6 = -57
+9 1/2 * -7 = -66 1/2
+9 1/2 * -8 = -76
+9 1/2 * -9 = -85 1/2
+9 1/3 * +0 = +0
+9 1/3 * +1 = +9 1/3
+9 1/3 * +2 = +18 2/3
+9 1/3 * +3 = +28
+9 1/3 * +4 = +37 1/3
+9 1/3 * +5 = +46 2/3
+9 1/3 * +6 = +56
+9 1/3 * +7 = +65 1/3
+9 1/3 * +8 = +74 2/3
+9 1/3 * +9 = +84
+9 1/3 * -0 = +0
+9 1/3 * -1 = -9 1/3
+9 1/3 * -2 = -18 2/3
+9 1/3 * -3 = -28
+9 1/3 * -4 = -37 1/3
+9 1/3 * -5 = -46 2/3
+9 1/3 * -6 = -56
+9 1/3 * -7 = -65 1/3
+9 1/3 * -8 = -74 2/3
+9 1/3 * -9 = -84
+9 1/4 * +0 = +0
+9 1/4 * +1 = +9 1/4
+9 1/4 * +2 = +18 1/2
+9 1/4 * +3 = +27 3/4
+9 1/4 * +4 = +37
+9 1/4 * +5 = +46 1/4
+9 1/4 * +6 = +55 1/2
+9 1/4 * +7 = +64 3/4
+9 1/4 * +8 = +74
+9 1/4 * +9 = +83 1/4
+9 1/4 * -0 = +0
+9 1/4 * -1 = -9 1/4
+9 1/4 * -2 = -18 1/2
+9 1/4 * -3 = -27 3/4
+9 1/4 * -4 = -37
+9 1/4 * -5 = -46 1/4
+9 1/4 * -6 = -55 1/2
+9 1/4 * -7 = -64 3/4
+9 1/4 * -8 = -74
+9 1/4 * -9 = -83 1/4
+9 1/5 * +0 = +0
+9 1/5 * +1 = +9 1/5
+9 1/5 * +2 = +18 2/5
+9 1/5 * +3 = +27 3/5
+9 1/5 * +4 = +36 4/5
+9 1/5 * +5 = +46
+9 1/5 * +6 = +55 1/5
+9 1/5 * +7 = +64 2/5
+9 1/5 * +8 = +73 3/5
+9 1/5 * +9 = +82 4/5
+9 1/5 * -0 = +0
+9 1/5 * -1 = -9 1/5
+9 1/5 * -2 = -18 2/5
+9 1/5 * -3 = -27 3/5
+9 1/5 * -4 = -36 4/5
+9 1/5 * -5 = -46
+9 1/5 * -6 = -55 1/5
+9 1/5 * -7 = -64 2/5
+9 1/5 * -8 = -73 3/5
+9 1/5 * -9 = -82 4/5
+9 1/6 * +0 = +0
+9 1/6 * +1 = +9 1/6
+9 1/6 * +2 = +18 1/3
+9 1/6 * +3 = +27 1/2
+9 1/6 * +4 = +36 2/3
+9 1/6 * +5 = +45 5/6
+9 1/6 * +6 = +55
+9 1/6 * +7 = +64 1/6
+9 1/6 * +8 = +73 1/3
+9 1/6 * +9 = +82 1/2
+9 1/6 * -0 = +0
+9 1/6 * -1 = -9 1/6
+9 1/6 * -2 = -18 1/3
+9 1/6 * -3 = -27 1/2
+9 1/6 * -4 = -36 2/3
+9 1/6 * -5 = -45 5/6
+9 1/6 * -6 = -55
+9 1/6 * -7 = -64 1/6
+9 1/6 * -8 = -73 1/3
+9 1/6 * -9 = -82 1/2
+9 1/7 * +0 = +0
+9 1/7 * +1 = +9 1/7
+9 1/7 * +2 = +18 2/7
+9 1/7 * +3 = +27 3/7
+9 1/7 * +4 = +36 4/7
+9 1/7 * +5 = +45 5/7
+9 1/7 * +6 = +54 6/7
+9 1/7 * +7 = +64
+9 1/7 * +8 = +73 1/7
+9 1/7 * +9 = +82 2/7
+9 1/7 * -0 = +0
+9 1/7 * -1 = -9 1/7
+9 1/7 * -2 = -18 2/7
+9 1/7 * -3 = -27 3/7
+9 1/7 * -4 = -36 4/7
+9 1/7 * -5 = -45 5/7
+9 1/7 * -6 = -54 6/7
+9 1/7 * -7 = -64
+9 1/7 * -8 = -73 1/7
+9 1/7 * -9 = -82 2/7
+9 1/8 * +0 = +0
+9 1/8 * +1 = +9 1/8
+9 1/8 * +2 = +18 1/4
+9 1/8 * +3 = +27 3/8
+9 1/8 * +4 = +36 1/2
+9 1/8 * +5 = +45 5/8
+9 1/8 * +6 = +54 3/4
+9 1/8 * +7 = +63 7/8
+9 1/8 * +8 = +73
+9 1/8 * +9 = +82 1/8
+9 1/8 * -0 = +0
+9 1/8 * -1 = -9 1/8
+9 1/8 * -2 = -18 1/4
+9 1/8 * -3 = -27 3/8
+9 1/8 * -4 = -36 1/2
+9 1/8 * -5 = -45 5/8
+9 1/8 * -6 = -54 3/4
+9 1/8 * -7 = -63 7/8
+9 1/8 * -8 = -73
+9 1/8 * -9 = -82 1/8
+9 1/9 * +0 = +0
+9 1/9 * +1 = +9 1/9
+9 1/9 * +2 = +18 2/9
+9 1/9 * +3 = +27 1/3
+9 1/9 * +4 = +36 4/9
+9 1/9 * +5 = +45 5/9
+9 1/9 * +6 = +54 2/3
+9 1/9 * +7 = +63 7/9
+9 1/9 * +8 = +72 8/9
+9 1/9 * +9 = +82
+9 1/9 * -0 = +0
+9 1/9 * -1 = -9 1/9
+9 1/9 * -2 = -18 2/9
+9 1/9 * -3 = -27 1/3
+9 1/9 * -4 = -36 4/9
+9 1/9 * -5 = -45 5/9
+9 1/9 * -6 = -54 2/3
+9 1/9 * -7 = -63 7/9
+9 1/9 * -8 = -72 8/9
+9 1/9 * -9 = -82
+9 2/1 * +0 = +0
+9 2/1 * +1 = +11
+9 2/1 * +2 = +22
+9 2/1 * +3 = +33
+9 2/1 * +4 = +44
+9 2/1 * +5 = +55
+9 2/1 * +6 = +66
+9 2/1 * +7 = +77
+9 2/1 * +8 = +88
+9 2/1 * +9 = +99
+9 2/1 * -0 = +0
+9 2/1 * -1 = -11
+9 2/1 * -2 = -22
+9 2/1 * -3 = -33
+9 2/1 * -4 = -44
+9 2/1 * -5 = -55
+9 2/1 * -6 = -66
+9 2/1 * -7 = -77
+9 2/1 * -8 = -88
+9 2/1 * -9 = -99
+9 2/2 * +0 = +0
+9 2/2 * +1 = +10
+9 2/2 * +2 = +20
+9 2/2 * +3 = +30
+9 2/2 * +4 = +40
+9 2/2 * +5 = +50
+9 2/2 * +6 = +60
+9 2/2 * +7 = +70
+9 2/2 * +8 = +80
+9 2/2 * +9 = +90
+9 2/2 * -0 = +0
+9 2/2 * -1 = -10
+9 2/2 * -2 = -20
+9 2/2 * -3 = -30
+9 2/2 * -4 = -40
+9 2/2 * -5 = -50
+9 2/2 * -6 = -60
+9 2/2 * -7 = -70
+9 2/2 * -8 = -80
+9 2/2 * -9 = -90
+9 2/3 * +0 = +0
+9 2/3 * +1 = +9 2/3
+9 2/3 * +2 = +19 1/3
+9 2/3 * +3 = +29
+9 2/3 * +4 = +38 2/3
+9 2/3 * +5 = +48 1/3
+9 2/3 * +6 = +58
+9 2/3 * +7 = +67 2/3
+9 2/3 * +8 = +77 1/3
+9 2/3 * +9 = +87
+9 2/3 * -0 = +0
+9 2/3 * -1 = -9 2/3
+9 2/3 * -2 = -19 1/3
+9 2/3 * -3 = -29
+9 2/3 * -4 = -38 2/3
+9 2/3 * -5 = -48 1/3
+9 2/3 * -6 = -58
+9 2/3 * -7 = -67 2/3
+9 2/3 * -8 = -77 1/3
+9 2/3 * -9 = -87
+9 2/4 * +0 = +0
+9 2/4 * +1 = +9 1/2
+9 2/4 * +2 = +19
+9 2/4 * +3 = +28 1/2
+9 2/4 * +4 = +38
+9 2/4 * +5 = +47 1/2
+9 2/4 * +6 = +57
+9 2/4 * +7 = +66 1/2
+9 2/4 * +8 = +76
+9 2/4 * +9 = +85 1/2
+9 2/4 * -0 = +0
+9 2/4 * -1 = -9 1/2
+9 2/4 * -2 = -19
+9 2/4 * -3 = -28 1/2
+9 2/4 * -4 = -38
+9 2/4 * -5 = -47 1/2
+9 2/4 * -6 = -57
+9 2/4 * -7 = -66 1/2
+9 2/4 * -8 = -76
+9 2/4 * -9 = -85 1/2
+9 2/5 * +0 = +0
+9 2/5 * +1 = +9 2/5
+9 2/5 * +2 = +18 4/5
+9 2/5 * +3 = +28 1/5
+9 2/5 * +4 = +37 3/5
+9 2/5 * +5 = +47
+9 2/5 * +6 = +56 2/5
+9 2/5 * +7 = +65 4/5
+9 2/5 * +8 = +75 1/5
+9 2/5 * +9 = +84 3/5
+9 2/5 * -0 = +0
+9 2/5 * -1 = -9 2/5
+9 2/5 * -2 = -18 4/5
+9 2/5 * -3 = -28 1/5
+9 2/5 * -4 = -37 3/5
+9 2/5 * -5 = -47
+9 2/5 * -6 = -56 2/5
+9 2/5 * -7 = -65 4/5
+9 2/5 * -8 = -75 1/5
+9 2/5 * -9 = -84 3/5
+9 2/6 * +0 = +0
+9 2/6 * +1 = +9 1/3
+9 2/6 * +2 = +18 2/3
+9 2/6 * +3 = +28
+9 2/6 * +4 = +37 1/3
+9 2/6 * +5 = +46 2/3
+9 2/6 * +6 = +56
+9 2/6 * +7 = +65 1/3
+9 2/6 * +8 = +74 2/3
+9 2/6 * +9 = +84
+9 2/6 * -0 = +0
+9 2/6 * -1 = -9 1/3
+9 2/6 * -2 = -18 2/3
+9 2/6 * -3 = -28
+9 2/6 * -4 = -37 1/3
+9 2/6 * -5 = -46 2/3
+9 2/6 * -6 = -56
+9 2/6 * -7 = -65 1/3
+9 2/6 * -8 = -74 2/3
+9 2/6 * -9 = -84
+9 2/7 * +0 = +0
+9 2/7 * +1 = +9 2/7
+9 2/7 * +2 = +18 4/7
+9 2/7 * +3 = +27 6/7
+9 2/7 * +4 = +37 1/7
+9 2/7 * +5 = +46 3/7
+9 2/7 * +6 = +55 5/7
+9 2/7 * +7 = +65
+9 2/7 * +8 = +74 2/7
+9 2/7 * +9 = +83 4/7
+9 2/7 * -0 = +0
+9 2/7 * -1 = -9 2/7
+9 2/7 * -2 = -18 4/7
+9 2/7 * -3 = -27 6/7
+9 2/7 * -4 = -37 1/7
+9 2/7 * -5 = -46 3/7
+9 2/7 * -6 = -55 5/7
+9 2/7 * -7 = -65
+9 2/7 * -8 = -74 2/7
+9 2/7 * -9 = -83 4/7
+9 2/8 * +0 = +0
+9 2/8 * +1 = +9 1/4
+9 2/8 * +2 = +18 1/2
+9 2/8 * +3 = +27 3/4
+9 2/8 * +4 = +37
+9 2/8 * +5 = +46 1/4
+9 2/8 * +6 = +55 1/2
+9 2/8 * +7 = +64 3/4
+9 2/8 * +8 = +74
+9 2/8 * +9 = +83 1/4
+9 2/8 * -0 = +0
+9 2/8 * -1 = -9 1/4
+9 2/8 * -2 = -18 1/2
+9 2/8 * -3 = -27 3/4
+9 2/8 * -4 = -37
+9 2/8 * -5 = -46 1/4
+9 2/8 * -6 = -55 1/2
+9 2/8 * -7 = -64 3/4
+9 2/8 * -8 = -74
+9 2/8 * -9 = -83 1/4
+9 2/9 * +0 = +0
+9 2/9 * +1 = +9 2/9
+9 2/9 * +2 = +18 4/9
+9 2/9 * +3 = +27 2/3
+9 2/9 * +4 = +36 8/9
+9 2/9 * +5 = +46 1/9
+9 2/9 * +6 = +55 1/3
+9 2/9 * +7 = +64 5/9
+9 2/9 * +8 = +73 7/9
+9 2/9 * +9 = +83
+9 2/9 * -0 = +0
+9 2/9 * -1 = -9 2/9
+9 2/9 * -2 = -18 4/9
+9 2/9 * -3 = -27 2/3
+9 2/9 * -4 = -36 8/9
+9 2/9 * -5 = -46 1/9
+9 2/9 * -6 = -55 1/3
+9 2/9 * -7 = -64 5/9
+9 2/9 * -8 = -73 7/9
+9 2/9 * -9 = -83
+9 3/1 * +0 = +0
+9 3/1 * +1 = +12
+9 3/1 * +2 = +24
+9 3/1 * +3 = +36
+9 3/1 * +4 = +48
+9 3/1 * +5 = +60
+9 3/1 * +6 = +72
+9 3/1 * +7 = +84
+9 3/1 * +8 = +96
+9 3/1 * +9 = +108
+9 3/1 * -0 = +0
+9 3/1 * -1 = -12
+9 3/1 * -2 = -24
+9 3/1 * -3 = -36
+9 3/1 * -4 = -48
+9 3/1 * -5 = -60
+9 3/1 * -6 = -72
+9 3/1 * -7 = -84
+9 3/1 * -8 = -96
+9 3/1 * -9 = -108
+9 3/2 * +0 = +0
+9 3/2 * +1 = +10 1/2
+9 3/2 * +2 = +21
+9 3/2 * +3 = +31 1/2
+9 3/2 * +4 = +42
+9 3/2 * +5 = +52 1/2
+9 3/2 * +6 = +63
+9 3/2 * +7 = +73 1/2
+9 3/2 * +8 = +84
+9 3/2 * +9 = +94 1/2
+9 3/2 * -0 = +0
+9 3/2 * -1 = -10 1/2
+9 3/2 * -2 = -21
+9 3/2 * -3 = -31 1/2
+9 3/2 * -4 = -42
+9 3/2 * -5 = -52 1/2
+9 3/2 * -6 = -63
+9 3/2 * -7 = -73 1/2
+9 3/2 * -8 = -84
+9 3/2 * -9 = -94 1/2
+9 3/3 * +0 = +0
+9 3/3 * +1 = +10
+9 3/3 * +2 = +20
+9 3/3 * +3 = +30
+9 3/3 * +4 = +40
+9 3/3 * +5 = +50
+9 3/3 * +6 = +60
+9 3/3 * +7 = +70
+9 3/3 * +8 = +80
+9 3/3 * +9 = +90
+9 3/3 * -0 = +0
+9 3/3 * -1 = -10
+9 3/3 * -2 = -20
+9 3/3 * -3 = -30
+9 3/3 * -4 = -40
+9 3/3 * -5 = -50
+9 3/3 * -6 = -60
+9 3/3 * -7 = -70
+9 3/3 * -8 = -80
+9 3/3 * -9 = -90
+9 3/4 * +0 = +0
+9 3/4 * +1 = +9 3/4
+9 3/4 * +2 = +19 1/2
+9 3/4 * +3 = +29 1/4
+9 3/4 * +4 = +39
+9 3/4 * +5 = +48 3/4
+9 3/4 * +6 = +58 1/2
+9 3/4 * +7 = +68 1/4
+9 3/4 * +8 = +78
+9 3/4 * +9 = +87 3/4
+9 3/4 * -0 = +0
+9 3/4 * -1 = -9 3/4
+9 3/4 * -2 = -19 1/2
+9 3/4 * -3 = -29 1/4
+9 3/4 * -4 = -39
+9 3/4 * -5 = -48 3/4
+9 3/4 * -6 = -58 1/2
+9 3/4 * -7 = -68 1/4
+9 3/4 * -8 = -78
+9 3/4 * -9 = -87 3/4
+9 3/5 * +0 = +0
+9 3/5 * +1 = +9 3/5
+9 3/5 * +2 = +19 1/5
+9 3/5 * +3 = +28 4/5
+9 3/5 * +4 = +38 2/5
+9 3/5 * +5 = +48
+9 3/5 * +6 = +57 3/5
+9 3/5 * +7 = +67 1/5
+9 3/5 * +8 = +76 4/5
+9 3/5 * +9 = +86 2/5
+9 3/5 * -0 = +0
+9 3/5 * -1 = -9 3/5
+9 3/5 * -2 = -19 1/5
+9 3/5 * -3 = -28 4/5
+9 3/5 * -4 = -38 2/5
+9 3/5 * -5 = -48
+9 3/5 * -6 = -57 3/5
+9 3/5 * -7 = -67 1/5
+9 3/5 * -8 = -76 4/5
+9 3/5 * -9 = -86 2/5
+9 3/6 * +0 = +0
+9 3/6 * +1 = +9 1/2
+9 3/6 * +2 = +19
+9 3/6 * +3 = +28 1/2
+9 3/6 * +4 = +38
+9 3/6 * +5 = +47 1/2
+9 3/6 * +6 = +57
+9 3/6 * +7 = +66 1/2
+9 3/6 * +8 = +76
+9 3/6 * +9 = +85 1/2
+9 3/6 * -0 = +0
+9 3/6 * -1 = -9 1/2
+9 3/6 * -2 = -19
+9 3/6 * -3 = -28 1/2
+9 3/6 * -4 = -38
+9 3/6 * -5 = -47 1/2
+9 3/6 * -6 = -57
+9 3/6 * -7 = -66 1/2
+9 3/6 * -8 = -76
+9 3/6 * -9 = -85 1/2
+9 3/7 * +0 = +0
+9 3/7 * +1 = +9 3/7
+9 3/7 * +2 = +18 6/7
+9 3/7 * +3 = +28 2/7
+9 3/7 * +4 = +37 5/7
+9 3/7 * +5 = +47 1/7
+9 3/7 * +6 = +56 4/7
+9 3/7 * +7 = +66
+9 3/7 * +8 = +75 3/7
+9 3/7 * +9 = +84 6/7
+9 3/7 * -0 = +0
+9 3/7 * -1 = -9 3/7
+9 3/7 * -2 = -18 6/7
+9 3/7 * -3 = -28 2/7
+9 3/7 * -4 = -37 5/7
+9 3/7 * -5 = -47 1/7
+9 3/7 * -6 = -56 4/7
+9 3/7 * -7 = -66
+9 3/7 * -8 = -75 3/7
+9 3/7 * -9 = -84 6/7
+9 3/8 * +0 = +0
+9 3/8 * +1 = +9 3/8
+9 3/8 * +2 = +18 3/4
+9 3/8 * +3 = +28 1/8
+9 3/8 * +4 = +37 1/2
+9 3/8 * +5 = +46 7/8
+9 3/8 * +6 = +56 1/4
+9 3/8 * +7 = +65 5/8
+9 3/8 * +8 = +75
+9 3/8 * +9 = +84 3/8
+9 3/8 * -0 = +0
+9 3/8 * -1 = -9 3/8
+9 3/8 * -2 = -18 3/4
+9 3/8 * -3 = -28 1/8
